No.,pair_name,display_pair_name,token_1_name,token_1_address,token_2_name,token_2_address,total_tvl,total_day_volume,total_week_volume,total_month_volume,raydium_pool_count,meteora_pool_count,sum_of_raydium_and_meteora_pool_count,required_raydium_pool_count,required_sum_of_raydium_and_meteora_pool_count,required_total_day_volume,required_minimum_total_tvl
1,So11111111111111111111111111111111111111112-bigFKCS5GyoDXWYWTUqmaYCsAxnJ7e4iVXK3Gvfgbog,WSOL-BOG,WSOL,So11111111111111111111111111111111111111112,BOG,bigFKCS5GyoDXWYWTUqmaYCsAxnJ7e4iVXK3Gvfgbog,409024.97,575585.65,575585.65,575585.65,2,0,2,1,2,400,20000
2,So11111111111111111111111111111111111111112-4pFEDnyi2PJtQrTuvpKg6wVB15N8qWPS7HBWxGMjEpcS,WSOL-DONT,WSOL,So11111111111111111111111111111111111111112,DONT,4pFEDnyi2PJtQrTuvpKg6wVB15N8qWPS7HBWxGMjEpcS,88153.44,23981.64,23984.65,23984.65,2,0,2,1,2,400,20000
