No.,pair_name,display_pair_name,token_1_name,token_1_address,token_2_name,token_2_address,total_tvl,total_cumulative_trade_volume,total_24h_trade_volume,total_min_30_trade_volume,required_total_trade_volume(z),raydium_pool_count,meteora_pool_count,required_raydium_pool_count(Y),sum_of_raydium_and_meteora_pool_count,required_sum_of_raydium_and_meteora_pool_count
1,BUwCc8dLVdWqHgrzY79sCqqZTAGQHz3QFUXr3q1Fpump-So11111111111111111111111111111111111111112,KIRK-SOL,KIRK,BUwCc8dLVdWqHgrzY79sCqqZTAGQHz3QFUXr3q1Fpump,SOL,So11111111111111111111111111111111111111112,4248.57,25738.71,25738.67,6194.92,400,1,2,1,3,2
2,CsKfV8ePhQWiyQxNJwXhKZHcmUyNWBkHFGrkZGdJpump-EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,CHARLIE-USDC,CHARLIE,CsKfV8ePhQWiyQxNJwXhKZHcmUyNWBkHFGrkZGdJpump,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2973.38,225497.48,225497.45,31409.99,400,1,1,1,2,2
3,BFozowgX5rwPRb87SQFdEAmPhi6xCrmneGewJbPgpump-So11111111111111111111111111111111111111112,KIRK-SOL,KIRK,BFozowgX5rwPRb87SQFdEAmPhi6xCrmneGewJbPgpump,SOL,So11111111111111111111111111111111111111112,17147.89,107525.79,107525.87,75383.38,400,1,3,1,4,2
4,CEqFiJoB6HLncfeieBw3PKKm9wyqrpSHV3VH4qZApump-So11111111111111111111111111111111111111112,CHARLIE-SOL,CHARLIE,CEqFiJoB6HLncfeieBw3PKKm9wyqrpSHV3VH4qZApump,SOL,So11111111111111111111111111111111111111112,34153.83,1108071.9,1108071.84,114152.09,400,1,5,1,6,2
5,CsKfV8ePhQWiyQxNJwXhKZHcmUyNWBkHFGrkZGdJpump-So11111111111111111111111111111111111111112,CHARLIE-SOL,CHARLIE,CsKfV8ePhQWiyQxNJwXhKZHcmUyNWBkHFGrkZGdJpump,SOL,So11111111111111111111111111111111111111112,771332.45,16238043.65,16238043.66,1336055.98,400,3,20,1,23,2
